Type,Branch,Amount,Old Balance Origin,New Balance Origin,Old Balance Destination,New Balance Destination,Receiver,Unusual Logins,Account Age,Account Type,Time of Day,isFraud
PAYMENT,Mexico,1470.16,39703.0,38232.84,984697.0,986167.16,Merchant,15,1.326077412,Savings,Morning,0
PAYMENT,Mexico,4738.43,6258.0,1519.57,280429.0,285167.43,Merchant,5,5.067833904,Savings,Morning,0
PAYMENT,Panama,29122.76,115976.0,86853.24,132186.0,161308.76,Merchant,8,2.041842495,Savings,Night,0
CASH_IN,Republica Dominicana,49984.03,2093411.27,2143395.3,0.0,0.0,Self,12,0.165706104,Savings,Afternoon,0
PAYMENT,Espana,2515.77,3150.0,634.23,928841.0,931356.77,Merchant,14,0.940731043,Savings,Afternoon,0
CASH_OUT,Indonesia,94332.0,1265605.0,1171273.0,0.0,0.0,Self,9,0.174775936,Savings,Afternoon,0
PAYMENT,Mexico,8170.1,176168.0,167997.9,984873.0,993043.1,Merchant,18,1.606752508,Savings,Night,0
CASH_IN,Brasil,243542.61,1931765.07,2175307.68,0.0,0.0,Self,10,2.085613697,Current,Night,0
PAYMENT,Australia,8780.64,64574.96,55794.32,1545057.0,1553837.64,Merchant,4,6.248521652,Savings,Night,0
TRANSFER,Francia,60726.57,60726.57,0.0,0.0,60726.57,Customer,9,6.759196582,Current,Morning,0
CASH_OUT,Brasil,252322.27,1121409.55,869087.28,0.0,0.0,Self,5,1.945393345,Savings,Morning,0
CASH_IN,Estados Unidos,232459.86,2371536.12,2603995.98,0.0,0.0,Self,7,2.644685625,Current,Morning,0
PAYMENT,Austria,9460.66,204975.0,195514.34,1835112.0,1844572.66,Merchant,18,8.001330604,Savings,Night,0
CASH_OUT,Mexico,56432.77,619600.0,563167.23,0.0,0.0,Self,2,5.897459309,Savings,Afternoon,0
CASH_IN,Francia,249233.37,2305087.02,2554320.39,0.0,0.0,Self,18,1.926564779,Savings,Night,0
PAYMENT,Australia,12186.86,1649269.0,1637082.14,1318163.0,1330349.86,Merchant,7,7.543642555,Current,Afternoon,0
TRANSFER,Brasil,257641.56,1875910.0,1618268.44,3541578.38,3799219.94,Customer,15,4.756064882,Savings,Morning,0
TRANSFER,Irak,60949.25,1528860.0,1467910.75,632824.07,693773.32,Customer,1,5.005486957,Savings,Afternoon,0
CASH_IN,Francia,28625.92,6869810.21,6898436.13,0.0,0.0,Self,3,5.685708064,Savings,Morning,0
CASH_OUT,Ucrania,266061.33,1653078.0,1387016.67,0.0,0.0,Self,9,5.649095821,Current,Night,0
CASH_OUT,Australia,134143.27,656245.0,522101.73,0.0,0.0,Self,8,5.742029017,Savings,Morning,0
PAYMENT,Estados Unidos,2362.37,14630.58,12268.21,1648794.0,1651156.37,Merchant,5,1.94539467,Savings,Night,0
PAYMENT,El Salvador,354.75,105744.0,105399.25,0.0,0.0,Merchant,1,4.408106943,Current,Afternoon,1
PAYMENT,Brasil,5392.75,50757.0,45364.25,999885.0,1005277.75,Merchant,16,3.464204616,Savings,Night,0
CASH_IN,Alemania,120556.62,356275.23,476831.85,0.0,0.0,Self,4,7.50037669,Savings,Morning,0
PAYMENT,Portugal,9469.26,23845.0,14375.74,626130.0,635599.26,Merchant,15,1.25267913,Savings,Morning,0
PAYMENT,Italia,1216.39,143314.0,142097.61,1427296.0,1428512.39,Merchant,12,5.381864695,Current,Night,0
CASH_OUT,Afganistan,248203.85,1339328.12,1091124.27,0.0,0.0,Self,18,1.109138128,Current,Afternoon,0
PAYMENT,Honduras,3633.39,7886.0,4252.61,1416528.0,1420161.39,Merchant,12,5.240924506,Savings,Afternoon,0
PAYMENT,Suiza,3838.0,3938.0,100.0,1534209.0,1538047.0,Merchant,12,8.813666796,Current,Afternoon,0
CASH_OUT,Australia,326244.05,348393.86,22149.81,0.0,0.0,Self,19,5.665611459,Savings,Morning,0
CASH_IN,Estados Unidos,47599.58,413230.0,460829.58,0.0,0.0,Self,8,8.946832412,Current,Morning,0
PAYMENT,Indonesia,8246.79,81724.2,73477.41,1918276.0,1926522.79,Merchant,4,6.174163497,Savings,Afternoon,0
PAYMENT,Mexico,8280.29,52136.19,43855.9,320963.0,329243.29,Merchant,10,2.038538681,Current,Night,0
CASH_IN,Australia,81874.56,4403875.6,4485750.16,0.0,0.0,Self,20,8.147323894,Current,Night,0
TRANSFER,Kenia,572028.89,1396520.0,824491.11,4672834.8,5244863.69,Customer,4,5.421917695,Savings,Morning,0
CASH_IN,Estados Unidos,180870.42,1266800.04,1447670.46,0.0,0.0,Self,11,2.279356177,Current,Afternoon,0
PAYMENT,Colombia,3325.01,31443.0,28117.99,0.0,0.0,Merchant,20,7.05854813,Savings,Afternoon,1
PAYMENT,India,5334.81,1335934.41,1330599.6,1858033.0,1863367.81,Merchant,1,0.528931673,Savings,Night,0
PAYMENT,Estados Unidos,15806.57,32627.0,16820.43,1456518.0,1472324.57,Merchant,6,6.415960003,Current,Afternoon,0
PAYMENT,Nigeria,1238.08,8616.56,7378.48,1715258.0,1716496.08,Merchant,4,2.278993281,Savings,Afternoon,0
PAYMENT,Filipinas,2362.45,15222.0,12859.55,1893852.0,1896214.45,Merchant,9,0.987195635,Savings,Morning,0
TRANSFER,Francia,245997.24,1873398.0,1627400.76,0.0,245997.24,Customer,19,1.885326579,Current,Morning,0
CREDIT,Estados Unidos,2411.42,21589.0,24000.42,9437.5,7026.08,Customer,15,7.873159134,Savings,Afternoon,0
PAYMENT,Estados Unidos,10815.32,28887.0,18071.68,1270199.0,1281014.32,Merchant,14,8.78613978,Savings,Night,0
CASH_OUT,Reino Unido,63180.2,1378851.63,1315671.43,0.0,0.0,Self,13,8.07400321,Savings,Night,0
CASH_IN,Australia,226031.29,3332092.98,3558124.27,0.0,0.0,Self,12,8.139267895,Savings,Afternoon,0
PAYMENT,Reino Unido,3558.79,20791.0,17232.21,1758075.0,1761633.79,Merchant,17,5.73018428,Savings,Afternoon,0
PAYMENT,Francia,12255.05,1397226.0,1384970.95,257425.0,269680.05,Merchant,13,1.862197045,Savings,Morning,0
CASH_IN,El Salvador,270824.42,9716462.14,9987286.56,0.0,0.0,Self,7,7.052902727,Savings,Afternoon,0
PAYMENT,Brasil,5093.97,54770.0,49676.03,1317859.0,1322952.97,Merchant,4,6.378030022,Savings,Night,0
PAYMENT,Australia,1534.11,80274.0,78739.89,1001307.0,1002841.11,Merchant,14,5.960559572,Savings,Night,0
TRANSFER,Cuba,217743.76,582574.0,364830.24,1096187.24,1313931.0,Customer,14,5.494207204,Savings,Afternoon,0
PAYMENT,Estados Unidos,5105.25,6224.99,1119.74,1487861.0,1492966.25,Merchant,6,8.717069787,Savings,Night,0
CASH_IN,China,381371.28,6152390.83,6533762.11,0.0,0.0,Self,15,1.555592824,Savings,Afternoon,0
PAYMENT,Rusia,3328.38,4999.0,1670.62,1253770.0,1257098.38,Merchant,20,1.393472982,Current,Afternoon,0
PAYMENT,Filipinas,10430.39,73364.91,62934.52,1294964.0,1305394.39,Merchant,14,7.648249976,Savings,Afternoon,0
PAYMENT,Estados Unidos,2769.89,7765.0,4995.11,1397028.0,1399797.89,Merchant,12,5.875146933,Savings,Night,0
PAYMENT,Estados Unidos,5341.97,54487.13,49145.16,1731810.0,1737151.97,Merchant,14,2.372394548,Savings,Morning,0
CASH_OUT,Cuba,68588.88,1935501.0,1866912.12,0.0,0.0,Self,10,4.986814421,Savings,Morning,0
PAYMENT,Singapur,1690.65,2244.0,553.35,1898846.0,1900536.65,Merchant,3,3.745323108,Current,Morning,0
CASH_IN,China,79285.8,3355479.81,3434765.61,0.0,0.0,Self,18,2.01478632,Savings,Night,0
PAYMENT,Argentina,3847.27,36757.68,32910.41,1853551.0,1857398.27,Merchant,19,6.82238239,Savings,Afternoon,0
CASH_IN,Reino Unido,9577.45,519812.39,529389.84,0.0,0.0,Self,18,2.372025635,Current,Afternoon,0
CASH_OUT,Honduras,267174.86,1076973.0,809798.14,0.0,0.0,Self,4,8.162773125,Current,Afternoon,0
PAYMENT,Alemania,3212.49,261797.0,258584.51,1295742.0,1298954.49,Merchant,19,8.878171102,Savings,Afternoon,0
PAYMENT,Republica Democratica del Congo,1770.69,5579.0,3808.31,1313299.0,1315069.69,Merchant,2,0.774445466,Savings,Afternoon,0
PAYMENT,Ghana,7939.48,10744.0,2804.52,1703104.0,1711043.48,Merchant,14,7.424125127,Current,Afternoon,0
TRANSFER,Singapur,694967.26,1366085.48,671118.22,1266428.89,1961396.15,Customer,6,1.372752651,Savings,Night,0
PAYMENT,Indonesia,2388.79,23339.0,20950.21,1435094.0,1437482.79,Merchant,16,3.898689786,Current,Morning,0
PAYMENT,Mongolia,624.61,52594.0,51969.39,1417203.0,1417827.61,Merchant,1,1.436928061,Savings,Night,0
CASH_IN,Australia,194926.14,4915063.33,5109989.47,0.0,0.0,Self,19,7.86538296,Savings,Night,0
PAYMENT,Australia,5111.64,30866.0,25754.36,250892.0,256003.64,Merchant,1,1.375710337,Current,Afternoon,0
CASH_IN,Alemania,616461.19,5330352.61,5946813.8,0.0,0.0,Self,10,3.148947417,Savings,Afternoon,0
CASH_IN,Venezuela,255710.36,8468959.09,8724669.45,0.0,0.0,Self,18,8.015606764,Savings,Morning,0
PAYMENT,Alemania,8024.95,90957.0,82932.05,1768687.0,1776711.95,Merchant,18,4.67129666,Current,Night,0
PAYMENT,Alemania,22020.95,72916.0,50905.05,0.0,0.0,Merchant,18,0.07591939596,Savings,Morning,1
TRANSFER,Egipto,397080.05,0.0,0.0,471921.87,0.0,Customer,6,0.6704602445,Savings,Morning,1
PAYMENT,China,9456.69,12642.1,3185.41,1957393.0,1966849.69,Merchant,17,1.169242178,Savings,Morning,0
PAYMENT,Estados Unidos,2892.49,132856.0,129963.51,1381545.0,1384437.49,Merchant,12,2.414290845,Current,Night,0
PAYMENT,Indonesia,8494.71,11129.0,2634.29,983921.0,992415.71,Merchant,14,4.665636844,Savings,Night,0
PAYMENT,Estados Unidos,13443.71,350252.0,336808.29,1785407.0,1798850.71,Merchant,5,1.677146744,Savings,Morning,0
PAYMENT,Rumania,346.08,13028.14,12682.06,1977772.0,1978118.08,Merchant,7,2.566644835,Savings,Night,0
PAYMENT,Australia,213.35,36620.54,36407.19,332472.0,332685.35,Merchant,20,2.050676607,Current,Night,0
PAYMENT,Australia,303.62,30888.0,30584.38,364860.0,365163.62,Merchant,4,3.504335562,Current,Morning,0
PAYMENT,Francia,3065.41,27404.0,24338.59,1626970.0,1630035.41,Merchant,10,7.579108904,Savings,Afternoon,0
TRANSFER,Cuba,921268.93,2007729.0,1086460.07,4079695.93,5000964.86,Customer,16,5.666176197,Current,Morning,0
PAYMENT,Alemania,2038.61,30034.0,27995.39,286754.0,288792.61,Merchant,5,4.273876446,Savings,Afternoon,0
PAYMENT,Turquia,6443.58,6805.0,361.42,1922466.0,1928909.58,Merchant,17,6.737018741,Savings,Night,0
PAYMENT,Tailandia,10255.93,20414.0,10158.07,230789.0,241044.93,Merchant,1,6.750512791,Current,Morning,0
PAYMENT,Australia,385.43,1184259.61,1183874.18,1829518.0,1829903.43,Merchant,15,3.808967386,Current,Morning,0
CASH_IN,Noruega,123545.77,198491.56,322037.33,0.0,0.0,Self,6,1.937102694,Savings,Night,0
CASH_IN,Estados Unidos,177793.46,243463.47,421256.93,0.0,0.0,Self,1,0.882664521,Savings,Morning,0
PAYMENT,Alemania,15803.6,19725.43,3921.83,1315501.0,1331304.6,Merchant,19,3.185668557,Savings,Afternoon,0
CASH_OUT,Vietnam,180009.7,1776348.0,1596338.3,0.0,0.0,Self,19,7.5489614,Savings,Afternoon,0
CASH_OUT,Francia,271982.1,1075624.0,803641.9,0.0,0.0,Self,11,6.972156422,Savings,Morning,0
TRANSFER,Mexico,342332.55,1294354.0,952021.45,4432987.11,4775319.66,Customer,9,4.021055542,Current,Morning,0
PAYMENT,Francia,9152.97,1247493.0,1238340.03,959245.0,968397.97,Merchant,17,0.48996697,Savings,Night,0
CASH_OUT,Estados Unidos,12939.66,851636.0,838696.34,0.0,0.0,Self,6,8.976758678,Current,Morning,0
TRANSFER,Argentina,177652.91,1941161.0,1763508.09,55.0,177707.91,Customer,12,3.980894868,Savings,Night,0
CASH_IN,Guadalupe,176732.94,5886513.6,6063246.54,0.0,0.0,Self,6,5.039352616,Savings,Morning,0
CASH_IN,Argentina,566838.74,11600000.0,12166838.74,0.0,0.0,Self,16,2.81920748,Savings,Morning,0
PAYMENT,China,6531.31,11321.0,4799.69,0.0,0.0,Merchant,18,6.015539986,Current,Morning,1
CASH_IN,Australia,147141.81,1398839.54,1545981.35,0.0,0.0,Self,9,7.51255838,Savings,Morning,0
TRANSFER,Indonesia,627010.99,1133723.0,506712.01,4522760.62,5149771.61,Customer,8,5.461303209,Current,Night,0
TRANSFER,Brasil,148319.88,1117133.0,968813.12,95860.18,244180.06,Customer,2,2.497871339,Savings,Night,0
PAYMENT,Estados Unidos,824.63,3788.0,2963.37,1122216.0,1123040.63,Merchant,7,2.432639313,Savings,Morning,0
TRANSFER,Italia,13614.91,1359405.0,1345790.09,30195.0,43809.91,Customer,8,3.130181442,Savings,Afternoon,0
PAYMENT,Arabia Saudi,200.47,31051.0,30850.53,745156.0,745356.47,Merchant,10,6.943244677,Savings,Afternoon,0
PAYMENT,Suecia,12672.81,30515.0,17842.19,616550.0,629222.81,Merchant,17,5.17926559,Savings,Morning,0
TRANSFER,Mexico,942403.4,0.0,0.0,1787702.33,2941514.43,Customer,8,4.448416813,Savings,Night,1
CASH_IN,Australia,335389.99,11500000.0,11835389.99,0.0,0.0,Self,13,6.894226209,Current,Night,0
PAYMENT,Senegal,5785.53,19526.0,13740.47,1203909.0,1209694.53,Merchant,5,7.76607725,Savings,Afternoon,0
CASH_IN,Estados Unidos,300747.04,3283504.01,3584251.05,0.0,0.0,Self,5,6.251041998,Current,Morning,0
CASH_IN,Australia,232953.64,407590.65,640544.29,0.0,0.0,Self,10,8.752931902,Savings,Night,0
CASH_IN,Estados Unidos,93413.63,154310.0,247723.63,0.0,0.0,Self,14,1.136884307,Savings,Night,0
TRANSFER,Brasil,225055.89,1128056.0,903000.11,0.0,225055.89,Customer,6,3.820741774,Savings,Night,0
PAYMENT,Australia,8014.39,18649.0,10634.61,1258600.0,1266614.39,Merchant,3,7.253036157,Current,Night,0
PAYMENT,Filipinas,8719.82,9564.0,844.18,456505.0,465224.82,Merchant,6,8.950564912,Current,Morning,0
CASH_OUT,Australia,94038.9,308439.0,214400.1,0.0,0.0,Self,8,6.710143979,Savings,Morning,0
PAYMENT,Australia,2731.37,17540.0,14808.63,242567.0,245298.37,Merchant,8,7.110091784,Current,Afternoon,0
PAYMENT,China,735.15,688115.13,687379.98,176210.0,176945.15,Merchant,12,8.153346913,Savings,Night,0
PAYMENT,Argentina,1563.69,104828.0,103264.31,361084.0,362647.69,Merchant,3,7.300539113,Current,Night,0
PAYMENT,China,4658.88,93379.0,88720.12,1702623.0,1707281.88,Merchant,13,5.018848126,Current,Afternoon,0
PAYMENT,Estados Unidos,5060.44,13150.0,8089.56,1056639.0,1061699.44,Merchant,5,8.36485271,Savings,Afternoon,0
PAYMENT,China,4457.68,106706.0,102248.32,1316287.0,1320744.68,Merchant,7,3.784338025,Savings,Morning,0
PAYMENT,Reino Unido,5085.47,104537.0,99451.53,769932.0,775017.47,Merchant,13,6.60430096,Savings,Night,0
PAYMENT,Irak,718.51,1283.0,574.49,0.0,0.0,Merchant,17,3.15854406,Savings,Afternoon,1
PAYMENT,Francia,5238.34,20454.0,15215.66,1412043.0,1417281.34,Merchant,8,5.081389851,Savings,Night,0
PAYMENT,Honduras,2571.91,297271.0,294699.09,334045.0,336616.91,Merchant,1,0.129488142,Savings,Night,0
CASH_IN,Singapur,380950.81,2512361.52,2893312.33,4635198.78,4313939.72,Self,19,7.18295765,Savings,Morning,1
PAYMENT,Espana,271.77,23550.87,23279.1,375847.0,376118.77,Merchant,18,3.392218345,Savings,Afternoon,0
CASH_OUT,Nicaragua,385123.59,1037609.87,652486.28,0.0,0.0,Self,19,3.576204919,Savings,Afternoon,0
PAYMENT,Indonesia,22421.09,121670.0,99258.91,0.0,0.0,Merchant,11,7.898026715,Savings,Night,1
PAYMENT,India,6037.15,79231.0,73193.85,279678.0,285715.15,Merchant,6,2.375656761,Current,Night,0
TRANSFER,Indonesia,192421.03,417531.0,225109.97,6377400.33,6569821.36,Customer,10,5.468396769,Current,Morning,0
PAYMENT,Italia,21404.44,354861.0,333456.56,1989628.0,2011032.44,Merchant,14,5.722094673,Savings,Morning,0
PAYMENT,Alemania,11893.29,19158.0,7264.71,256263.0,268156.29,Merchant,13,1.674860535,Savings,Night,0
CASH_IN,Filipinas,6845.48,4258930.79,4265776.27,0.0,0.0,Self,18,5.852936914,Current,Afternoon,0
PAYMENT,Japan,9773.88,111980.0,102206.12,1437388.0,1447161.88,Merchant,2,8.950564809,Current,Morning,0
PAYMENT,Francia,282.42,30603.0,30320.58,331792.0,332074.42,Merchant,3,1.532120871,Savings,Morning,0
TRANSFER,Turquia,916428.17,1860526.0,944097.83,308988.67,1225416.84,Customer,2,0.713669123,Savings,Afternoon,0
PAYMENT,Italia,13498.44,21247.0,7748.56,1375296.0,1388794.44,Merchant,9,8.501364287,Current,Afternoon,0
TRANSFER,Brasil,162724.99,921809.02,759084.03,6534746.07,6697471.06,Customer,10,0.818770843,Savings,Afternoon,0
PAYMENT,Mexico,1958.03,60156.29,58198.26,1028622.0,1030580.03,Merchant,4,0.889815386,Savings,Afternoon,0
PAYMENT,Guatemala,3421.25,0.0,0.0,0.0,0.0,Merchant,4,8.077294543,Savings,Afternoon,1
PAYMENT,El Salvador,3464.93,31407.0,27942.07,1412196.0,1415660.93,Merchant,9,4.275035206,Savings,Afternoon,0
PAYMENT,Estados Unidos,21100.42,31680.0,10579.58,1020032.0,1041132.42,Merchant,2,7.710031199,Savings,Night,0
PAYMENT,Mexico,12294.76,23266.0,10971.24,912805.0,925099.76,Merchant,4,2.070444458,Savings,Morning,0
CASH_IN,Brasil,229982.47,5927754.53,6157737.0,0.0,0.0,Self,6,1.980009513,Savings,Night,0
CASH_OUT,Bielorrusia,118577.0,29655.84,0.0,212461.0,0.0,Self,7,8.817624557,Savings,Afternoon,1
PAYMENT,Honduras,13916.14,16173.0,2256.86,1452329.0,1466245.14,Merchant,8,0.194750909,Current,Afternoon,0
PAYMENT,Australia,2556.46,17478.0,14921.54,333814.0,336370.46,Merchant,1,3.570169318,Savings,Morning,0
PAYMENT,Italia,3604.2,112703.0,109098.8,325094.0,328698.2,Merchant,10,6.666721636,Savings,Night,0
CASH_IN,Cuba,868684.99,3490124.17,4358809.16,0.0,0.0,Self,4,0.692144488,Current,Night,0
TRANSFER,Australia,30521.02,30521.02,0.0,0.0,30521.02,Customer,19,3.051303875,Savings,Night,0
PAYMENT,Yemen,7444.4,31902.57,24458.17,1679061.0,1686505.4,Merchant,18,1.000975536,Current,Morning,0
TRANSFER,Turquia,416106.78,1017199.0,601092.22,291247.23,707354.01,Customer,7,2.850919411,Savings,Afternoon,0
CREDIT,Reino Unido,374.36,15237.0,14872.64,62904.98,353532.56,Customer,16,2.297914271,Savings,Afternoon,1
PAYMENT,Alemania,13364.51,1351912.0,1338547.49,1988414.0,2001778.51,Merchant,4,0.845143415,Current,Afternoon,0
PAYMENT,Honduras,5268.25,30098.0,24829.75,1902837.0,1908105.25,Merchant,9,3.948328159,Current,Afternoon,0
PAYMENT,Alemania,9138.62,21564.0,12425.38,228096.0,237234.62,Merchant,12,5.174582843,Savings,Afternoon,0
PAYMENT,Suecia,1485.32,7075.0,5589.68,626140.0,627625.32,Merchant,12,1.056276333,Current,Night,0
PAYMENT,Mexico,280.58,125235.0,124954.42,901535.0,901815.58,Merchant,5,3.345769792,Savings,Night,0
CASH_IN,Francia,65214.03,6183195.8,6248409.83,0.0,0.0,Self,16,8.1466997,Current,Morning,0
PAYMENT,Republica Dominicana,4700.07,17300.0,12599.93,1897040.0,1901740.07,Merchant,10,3.658124356,Savings,Morning,0
CASH_OUT,Peru,226287.19,1406911.0,1180623.81,0.0,0.0,Self,12,0.36226287,Savings,Night,0
CASH_OUT,Estados Unidos,151829.91,903827.0,751997.09,0.0,0.0,Self,9,8.605628621,Current,Morning,0
CASH_IN,Mexico,94588.1,8724669.46,8819257.56,0.0,0.0,Self,13,4.554974949,Savings,Morning,0
TRANSFER,Indonesia,50333.01,52767.0,2433.99,0.0,50333.01,Customer,11,4.173555523,Savings,Afternoon,0
PAYMENT,India,5812.29,194245.0,188432.71,595019.0,600831.29,Merchant,20,3.539013519,Savings,Morning,0
PAYMENT,Nicaragua,1477.91,608724.0,607246.09,434922.0,436399.91,Merchant,8,2.013707877,Savings,Night,0
CASH_OUT,Canada,185379.97,2036483.44,1851103.47,0.0,0.0,Self,10,6.636418444,Savings,Night,0
PAYMENT,Finlandia,971.73,103986.55,103014.82,491295.0,492266.73,Merchant,4,4.108208721,Savings,Morning,0
CASH_OUT,Estados Unidos,54933.79,1892079.0,1837145.21,0.0,0.0,Self,19,7.448870352,Savings,Morning,0
PAYMENT,Australia,7338.27,1481584.0,1474245.73,1859049.0,1866387.27,Merchant,15,2.510155861,Current,Night,0
CREDIT,Filipinas,482.58,11373.0,11855.58,4894.45,4411.87,Customer,1,8.790760717,Savings,Night,0
PAYMENT,Australia,5815.23,23701.0,17885.77,1389776.0,1395591.23,Merchant,17,4.274222254,Savings,Afternoon,0
PAYMENT,China,4024.36,12908.0,8883.64,725445.0,729469.36,Merchant,10,1.598834217,Current,Morning,0
PAYMENT,El Salvador,16666.64,900565.0,883898.36,1711931.0,1728597.64,Merchant,13,5.028891042,Current,Morning,0
CASH_OUT,Mexico,199682.99,0.0,0.0,204820.77,404513.76,Self,13,5.583561918,Savings,Morning,1
PAYMENT,Brasil,1178.41,9106.0,7927.59,426089.0,427267.41,Merchant,2,8.186028191,Current,Afternoon,0
PAYMENT,Estados Unidos,8384.24,759605.0,751220.76,291274.0,299658.24,Merchant,9,0.309214747,Current,Morning,0
CASH_IN,Estados Unidos,285639.93,10700000.0,10985639.93,0.0,0.0,Self,6,4.504971784,Current,Night,0
PAYMENT,Paises Bajos,9305.93,20346.0,11040.07,1721556.0,1730861.93,Merchant,1,2.854635749,Savings,Night,0
PAYMENT,Sudan,3671.32,100094.0,96422.68,349398.0,353069.32,Merchant,5,2.346732009,Savings,Afternoon,0
PAYMENT,Nigeria,16073.13,130358.0,114284.87,687063.0,703136.13,Merchant,14,0.212488783,Savings,Morning,0
PAYMENT,Alemania,4375.67,5664.0,1288.33,1220763.0,1225138.67,Merchant,19,1.560805378,Current,Afternoon,0
CASH_OUT,Estados Unidos,77235.45,1576994.0,1499758.55,0.0,0.0,Self,13,4.733144286,Savings,Night,0
CASH_OUT,Espana,102265.88,305517.71,203251.83,0.0,0.0,Self,1,7.747857491,Current,Morning,0
TRANSFER,Brasil,168001.93,1119010.0,951008.07,266267.36,434269.29,Customer,15,5.153622789,Savings,Night,0
PAYMENT,Estados Unidos,7394.33,1688606.0,1681211.67,687937.0,695331.33,Merchant,8,1.502506557,Current,Morning,0
CASH_OUT,Mexico,143568.62,1705179.0,1561610.38,0.0,0.0,Self,20,3.302697596,Savings,Afternoon,0
CASH_OUT,SudAfrica,474349.67,646528.0,172178.33,0.0,0.0,Self,15,1.827452954,Savings,Night,0
CASH_IN,Estados Unidos,387222.06,592848.83,980070.89,0.0,0.0,Self,13,4.205700257,Savings,Morning,0
CASH_OUT,Costa de Marfil,140158.67,293408.0,153249.33,0.0,0.0,Self,13,7.371391301,Savings,Night,0
TRANSFER,Filipinas,605790.2,1594519.0,988728.8,804174.27,1409964.47,Customer,2,7.395571127,Savings,Morning,0
PAYMENT,Alemania,466.73,881.0,414.27,1988617.0,1989083.73,Merchant,8,8.862568191,Savings,Morning,0
PAYMENT,China,8834.5,277403.62,268569.12,1142148.0,1150982.5,Merchant,11,6.238558226,Savings,Afternoon,0
CASH_IN,Australia,171505.17,3869924.93,4041430.1,0.0,0.0,Self,4,0.090746877,Savings,Afternoon,0
TRANSFER,Francia,379953.15,909692.0,529738.85,19826.79,399779.94,Customer,19,7.560355897,Savings,Morning,0
PAYMENT,Canada,5805.93,19832.0,14026.07,1945896.0,1951701.93,Merchant,16,1.301503916,Savings,Morning,0
PAYMENT,Brasil,2896.73,652443.04,649546.31,1887418.0,1890314.73,Merchant,1,5.664238025,Savings,Afternoon,0
PAYMENT,Italia,5941.42,50087.0,44155.58,0.0,0.0,Merchant,5,2.174924876,Savings,Afternoon,1
PAYMENT,Estados Unidos,20251.95,454116.45,433864.5,1457438.0,1477689.95,Merchant,20,7.527350232,Savings,Morning,0
PAYMENT,India,4833.96,41005.0,36181.04,0.0,0.0,Merchant,2,5.091032047,Savings,Morning,1
PAYMENT,Hungria,7813.41,118096.0,110282.59,943943.0,951756.41,Merchant,13,2.14958143,Savings,Morning,0
PAYMENT,Espana,10399.11,22146.0,11746.89,246471.0,256870.11,Merchant,4,8.943583493,Savings,Night,0
PAYMENT,Austria,2880.68,121524.14,118643.46,1443380.0,1446260.68,Merchant,2,3.561773908,Savings,Morning,0
PAYMENT,Francia,2686.44,4298.0,1611.56,210338.0,213024.44,Merchant,10,0.063549873,Current,Morning,0
CASH_IN,Estados Unidos,28653.61,6084272.24,6112925.85,0.0,0.0,Self,13,8.417981455,Current,Afternoon,0
PAYMENT,Guatemala,851.94,28751.0,27899.06,1476842.0,1477693.94,Merchant,11,5.41942099,Savings,Afternoon,0
CASH_IN,Francia,254895.5,4247715.63,4502611.13,0.0,0.0,Self,1,7.56352361,Savings,Night,0
PAYMENT,Indonesia,1587.79,10906.0,9318.21,1111581.0,1113168.79,Merchant,14,0.277039726,Savings,Afternoon,0
PAYMENT,Estados Unidos,6202.41,40208.0,34005.59,748089.0,754291.41,Merchant,12,4.123830623,Savings,Morning,0
PAYMENT,Indonesia,1130.44,155055.0,153924.56,822504.0,823634.44,Merchant,14,3.488448901,Savings,Night,0
